Tiempo (s),Temperatura (°C)
0.00,20.25
0.22,20.25
0.43,20.25
0.64,19.75
0.84,19.75
1.05,20.00
1.26,20.25
1.46,20.25
1.67,19.75
1.88,20.00
2.08,20.25
2.29,20.25
2.50,19.75
2.70,19.75
2.91,20.00
3.12,20.00
3.32,19.75
3.53,19.50
3.74,20.00
3.95,20.25
4.15,20.25
4.36,20.25
4.57,20.00
4.77,20.25
4.98,20.25
5.19,20.25
5.39,20.25
5.60,20.25
5.81,20.25
6.01,19.75
6.22,20.25
6.43,19.75
6.63,20.25
6.84,19.75
7.05,20.25
7.25,20.25
7.46,20.25
7.67,20.00
7.87,20.25
8.08,20.00
8.29,20.00
8.49,20.50
8.70,20.25
8.91,20.25
9.12,20.25
9.32,20.00
9.53,20.25
9.74,20.00
9.94,19.75
10.15,20.00
10.36,20.00
10.56,19.75
10.77,20.50
10.98,20.25
11.19,20.00
11.39,19.75
11.60,20.25
11.81,20.25
12.01,20.50
12.22,20.00
12.43,20.25
12.63,20.25
12.84,20.25
13.05,20.25
13.26,20.25
13.46,20.25
13.67,20.25
13.88,20.25
14.09,20.00
14.29,20.25
14.50,20.00
14.70,19.75
14.91,20.25
15.12,20.25
15.33,20.25
15.53,20.25
15.74,20.25
15.95,20.25
16.15,20.25
16.36,20.25
16.57,20.25
16.77,20.00
16.98,20.25
17.19,20.25
17.40,20.00
17.60,20.00
17.81,20.25
18.02,20.00
18.23,20.25
18.43,20.25
18.64,20.25
18.85,20.25
19.06,20.50
19.26,20.50
19.47,19.75
19.68,20.25
19.88,19.75
20.09,20.00
20.30,20.25
20.51,20.25
20.71,20.25
20.92,20.00
21.13,20.00
21.33,20.50
21.54,20.25
21.75,20.25
21.96,20.25
22.16,20.25
22.37,20.25
22.58,20.25
22.78,20.50
22.99,19.50
23.20,20.25
23.40,20.50
23.61,20.00
23.81,20.00
24.02,20.50
24.23,20.00
24.43,20.25
24.64,20.25
24.85,20.00
25.05,19.75
25.26,20.00
25.47,20.25
25.67,20.25
25.88,20.00
26.08,20.50
26.29,20.25
26.50,20.25
26.71,20.50
26.92,20.25
27.12,20.25
27.33,20.25
27.54,20.00
27.74,20.00
27.95,20.25
28.15,20.00
28.36,20.00
28.57,20.00
28.77,19.75
28.98,20.25
29.19,20.00
29.39,20.25
29.60,20.25
29.81,20.25
30.01,20.25
30.22,20.25
30.42,20.25
30.63,20.50
30.84,20.25
31.05,20.00
31.26,20.25
31.46,20.00
31.67,20.25
31.87,20.25
32.08,20.25
32.29,19.75
32.50,20.00
32.70,20.00
32.91,19.75
33.11,20.25
33.32,19.75
33.53,20.25
33.73,20.25
33.94,20.00
34.15,19.75
34.35,20.00
34.57,20.25
34.78,19.75
34.97,20.00
35.18,20.00
35.39,20.00
35.59,20.25
35.80,20.50
36.01,20.25
36.21,20.25
36.42,20.25
36.63,20.25
36.83,20.50
37.04,20.50
37.24,20.25
37.45,20.25
37.65,20.25
37.86,20.00
38.07,20.25
38.28,20.25
38.48,20.25
38.69,20.25
38.89,19.75
39.10,20.25
39.31,20.25
39.51,20.00
39.72,19.50
39.93,20.25
40.13,20.25
40.34,20.25
40.55,20.50
40.75,20.50
40.96,20.50
41.17,20.25
41.37,20.25
41.58,20.25
41.79,20.25
41.99,19.75
42.20,20.00
42.41,19.75
42.61,19.75
42.82,20.00
43.02,20.50
43.23,19.75
43.44,20.25
43.64,20.25
43.85,20.00
44.06,19.75
44.26,20.25
44.47,20.25
44.68,20.25
44.88,20.50
45.09,20.25
45.30,20.25
45.50,20.25
45.71,20.00
45.92,20.50
46.12,20.00
46.33,19.75
46.54,20.00
46.74,20.50
46.95,20.25
47.15,20.00
47.36,20.25
47.57,20.25
47.77,19.75
47.98,20.00
48.19,20.25
48.39,20.25
48.60,20.25
48.80,20.25
49.01,20.25
49.22,19.50
49.43,20.25
49.63,20.25
49.84,20.75
50.05,20.00
50.25,20.50
50.46,20.00
50.66,20.50
50.87,19.75
51.07,20.50
51.28,20.25
51.48,20.25
51.69,20.50
51.90,20.25
52.10,20.25
52.31,20.25
52.52,20.25
52.72,20.00
52.93,20.25
53.14,20.50
53.34,20.00
53.55,20.25
53.76,20.25
53.97,20.00
54.17,20.25
54.38,20.25
54.58,20.25
54.79,20.00
54.99,20.00
55.20,20.00
55.41,19.75
55.61,20.25
55.82,20.25
56.02,20.25
56.23,20.25
56.44,20.25
56.64,20.25
56.85,20.25
57.06,20.00
57.27,20.50
57.47,20.50
57.68,20.25
57.88,20.25
58.09,20.25
58.30,20.25
58.50,19.75
58.71,20.25
58.92,20.25
59.12,20.25
59.33,20.25
59.54,20.25
59.74,20.25
59.95,20.25
60.15,19.75
60.36,20.25
60.57,20.25
60.77,20.25
60.98,20.25
61.19,20.00
61.40,20.25
61.60,20.25
61.81,20.25
62.01,20.25
62.22,20.50
62.43,20.00
62.63,20.25
62.84,20.25
63.05,20.25
63.25,19.75
63.46,20.25
63.67,19.75
63.87,19.75
64.08,20.00
64.29,20.25
64.49,20.50
64.70,19.75
64.90,20.25
65.11,20.25
65.33,20.00
65.52,20.00
65.73,20.25
65.94,20.25
66.14,20.25
66.35,20.25
66.56,19.75
66.76,20.25
66.97,20.00
67.17,20.25
67.38,20.50
67.59,20.25
67.79,20.00
68.00,20.50
68.21,20.25
68.42,20.25
68.62,20.50
68.83,20.00
69.03,20.25
69.24,20.25
69.45,19.75
69.65,20.25
69.86,20.25
70.07,20.50
70.27,20.25
70.48,20.25
70.68,20.00
70.89,19.75
71.09,20.25
71.30,20.25
71.51,20.25
71.72,20.00
71.92,20.25
72.13,20.50
72.33,20.00
72.54,20.25
72.75,20.25
72.96,20.25
73.16,20.25
73.37,20.00
73.58,20.25
73.78,20.25
73.99,20.25
74.19,20.25
74.40,20.25
74.61,20.50
74.81,20.25
75.02,20.25
75.23,20.00
75.43,20.25
75.64,20.00
75.84,19.50
76.05,20.50
76.26,20.25
76.46,20.25
76.67,20.25
76.88,20.25
77.09,20.50
77.29,20.25
77.49,20.25
77.70,20.25
77.90,20.25
78.11,20.25
78.32,20.00
78.52,19.50
78.73,20.25
78.94,20.25
79.14,20.25
79.35,20.50
79.55,20.00
79.76,20.25
79.97,20.25
80.17,20.25
80.38,20.25
80.58,20.25
80.79,20.25
81.00,19.75
81.20,19.75
81.41,20.25
81.62,20.25
81.83,19.75
82.03,19.75
82.23,20.25
82.44,20.00
82.65,20.25
82.86,20.00
83.06,20.25
83.27,20.25
83.47,20.25
83.68,20.25
83.89,20.00
84.09,19.75
84.30,20.25
84.51,19.75
84.71,20.25
84.95,20.50
85.14,20.25
85.35,20.25
85.55,20.00
85.76,20.50
85.97,20.25
86.17,20.25
86.38,20.25
86.59,20.25
86.79,19.75
87.00,20.25
87.21,20.25
87.41,20.25
87.62,20.00
87.83,19.75
88.04,20.00
88.24,20.25
88.45,20.25
88.66,19.75
88.87,20.25
89.07,20.25
89.28,20.50
89.49,20.25
89.70,20.25
89.90,20.25
90.11,20.50
90.32,20.25
90.53,20.25
90.73,20.00
90.94,20.25
91.15,20.25
91.35,20.50
91.56,20.25
91.77,19.75
91.97,20.50
92.18,20.25
92.39,20.00
92.60,20.00
92.80,20.00
93.01,19.75
93.22,19.50
93.43,20.25
93.63,20.00
93.84,20.25
94.05,19.75
94.26,20.00
94.47,20.00
94.68,20.25
94.88,20.25
95.09,20.00
95.30,20.25
95.50,20.25
95.71,19.75
95.92,20.25
96.13,20.25
96.34,20.25
96.54,20.00
96.75,20.25
96.96,19.75
97.16,20.25
97.37,20.50
97.58,20.25
97.79,20.25
97.99,20.25
98.20,20.00
98.41,20.00
98.62,19.75
98.82,20.00
99.03,20.25
99.24,19.75
99.44,20.00
99.65,19.75
99.86,20.25
100.06,20.00
100.27,19.75
100.48,20.25
100.69,20.25
100.89,20.25
101.10,20.25
101.31,20.25
101.51,20.25
101.72,19.75
101.93,20.25
102.14,20.00
102.35,20.25
102.55,20.25
102.76,20.25
102.96,20.00
103.17,20.25
103.38,19.50
103.58,20.00
103.79,20.25
104.00,19.50
104.20,20.25
104.41,20.00
104.62,20.00
104.82,20.25
105.03,20.00
105.23,20.00
105.44,20.25
105.65,20.25
105.85,20.25
106.06,20.25
106.26,20.25
106.47,20.50
106.68,19.75
106.89,19.75
107.09,20.00
107.30,20.25
107.51,20.00
107.71,19.75
107.92,20.25
108.13,20.25
108.33,20.50
108.54,20.00
108.75,19.75
108.96,20.25
109.17,19.75
109.37,20.00
109.58,20.00
109.79,20.25
109.99,20.00
110.20,20.00
110.41,20.25
110.62,20.50
110.82,20.00
111.03,20.25
111.23,20.25
111.44,20.25
111.65,20.25
111.86,20.25
112.06,20.25
112.27,20.25
112.48,20.00
112.68,20.50
112.89,20.00
113.10,20.25
113.30,20.25
113.51,19.75
113.72,20.00
113.92,20.25
114.13,20.00
114.34,20.25
114.54,20.25
114.75,20.25
114.96,19.75
115.16,19.75
115.37,20.25
115.58,20.00
115.79,20.00
115.99,20.00
116.20,19.75
116.40,20.25
116.61,20.25
116.82,20.00
117.03,19.75
117.23,20.25
117.44,20.00
117.64,20.25
117.85,20.25
118.06,19.75
118.27,20.25
118.47,20.25
118.68,20.25
118.89,19.75
119.10,20.00
119.30,20.25
119.51,20.00
119.72,20.00
119.92,19.75
120.13,20.00
120.33,20.25
120.54,20.00
120.75,19.75
120.96,19.25
121.16,19.75
121.37,20.25
121.57,20.00
121.78,20.25
121.99,20.25
122.20,20.25
122.41,20.50
122.61,20.25
122.82,20.25
123.03,20.25
123.23,19.75
123.44,20.25
123.64,20.00
123.85,19.75
124.06,20.25
124.27,19.75
124.47,19.75
124.68,20.25
124.89,20.25
125.10,20.00
125.30,20.00
125.51,20.00
125.72,19.75
125.92,19.75
126.13,19.75
126.34,20.00
126.55,20.00
126.75,20.25
126.96,20.00
127.17,20.25
127.37,20.25
127.58,20.25
127.79,20.00
128.00,20.00
128.20,20.00
128.41,20.00
128.62,19.50
128.82,20.00
129.03,20.25
129.24,20.25
129.44,20.25
129.65,20.00
129.85,20.25
130.06,20.25
130.27,20.25
130.47,20.25
130.68,20.25
130.89,20.25
131.10,20.25
131.30,20.25
131.51,19.75
131.72,20.25
131.92,20.00
132.13,20.00
132.33,20.00
132.54,19.75
132.75,20.25
132.95,20.00
133.16,20.00
133.38,19.75
133.58,20.25
133.78,20.25
133.99,20.25
134.20,20.25
134.40,20.50
134.61,20.00
134.82,20.25
135.02,20.25
135.23,19.75
135.44,20.25
135.64,20.25
135.85,20.25
136.05,20.25
136.26,20.25
136.47,20.25
136.67,19.75
136.88,20.25
137.09,19.75
137.29,20.25
137.50,20.00
137.70,20.25
137.91,20.25
138.12,20.25
138.33,19.75
138.53,20.25
138.74,20.25
138.94,20.25
139.15,20.50
139.36,20.00
139.56,20.25
139.77,20.25
139.97,20.00
140.18,20.25
140.39,20.25
140.60,20.25
140.80,20.25
141.01,20.25
141.22,20.25
141.43,20.00
141.63,20.25
141.84,20.25
142.05,20.50
142.25,20.25
142.46,20.25
142.67,20.25
142.87,20.25
143.08,20.25
143.28,20.25
143.49,20.25
143.70,20.25
143.90,20.25
144.11,20.25
144.31,20.25
144.52,20.25
144.73,20.50
144.93,19.75
145.14,20.00
145.35,20.25
145.56,20.00
145.76,20.00
145.97,20.00
146.18,19.75
146.38,20.00
146.59,19.50
146.80,19.75
147.00,20.00
147.21,20.25
147.41,20.00
147.62,20.25
147.83,20.25
148.03,20.25
148.24,20.25
148.44,20.00
148.65,20.25
148.86,20.25
149.06,20.25
149.28,20.25
149.49,20.25
149.68,20.25
149.89,20.25
150.09,20.25
150.30,20.25
150.51,20.25
150.71,20.25
150.92,20.25
151.12,20.25
151.33,20.25
151.53,20.25
151.74,19.75
151.95,20.25
152.15,20.00
152.37,20.25
152.56,20.25
152.77,20.25
152.97,20.25
153.18,20.25
153.38,20.00
153.59,20.25
153.80,20.25
154.00,20.25
154.21,19.75
154.43,20.00
154.62,20.25
154.83,20.25
155.04,19.75
155.24,19.75
155.45,20.25
155.66,19.50
155.86,20.25
156.07,20.25
156.27,20.25
156.48,20.25
156.68,20.25
156.89,20.25
157.09,19.75
157.30,20.25
157.50,20.00
157.71,20.00
157.92,20.25
158.12,20.25
158.33,20.00
158.53,20.00
158.74,20.25
158.95,20.25
159.16,20.25
159.36,20.25
159.57,20.25
159.77,20.25
159.98,20.25
160.19,20.00
160.40,19.75
160.60,20.25
160.81,19.75
161.01,20.25
161.22,19.75
161.43,20.00
161.64,20.00
161.85,20.25
162.05,20.00
162.26,20.25
162.47,20.00
162.67,20.25
162.88,20.00
163.09,19.75
163.29,19.75
163.50,20.25
163.71,20.00
163.92,20.25
164.12,20.25
164.33,20.25
164.54,20.25
164.74,20.25
164.95,20.25
165.16,20.25
165.36,19.75
165.57,20.25
165.78,20.25
165.99,20.25
166.19,20.25
166.40,20.25
166.61,20.25
166.82,20.25
167.02,20.25
167.23,20.25
167.44,20.25
167.64,20.25
167.85,20.25
168.06,20.00
168.27,19.50
168.47,20.25
168.68,20.00
168.89,20.25
169.10,20.00
169.31,19.75
169.51,19.75
169.72,20.25
169.93,19.75
170.14,20.25
170.34,20.25
170.55,20.25
170.76,20.25
170.96,20.25
171.17,20.25
171.38,20.50
171.58,20.25
171.79,20.25
172.00,20.25
172.20,20.25
172.41,20.25
172.62,20.25
172.83,20.00
173.04,19.50
173.24,20.25
173.45,20.25
173.66,20.25
173.86,20.25
174.07,20.25
174.28,19.75
174.48,20.25
174.69,20.25
174.90,19.75
175.10,20.25
175.31,20.25
175.52,19.25
175.72,20.50
175.93,20.25
176.13,20.25
176.34,20.25
176.55,20.25
176.75,20.25
176.96,20.25
177.17,20.00
177.37,19.75
177.58,20.25
177.79,20.25
177.99,20.25
178.20,20.25
178.41,20.00
178.61,20.25
178.82,20.00
179.03,20.00
179.24,19.50
179.44,20.25
179.65,20.25
179.86,20.00
180.06,20.25
180.27,19.75
180.48,20.25
180.68,20.25
180.89,19.75
181.10,20.00
181.30,19.75
181.51,20.25
181.72,20.25
181.93,20.25
182.13,20.00
182.34,20.00
182.54,20.00
182.75,20.25
182.96,20.50
183.17,20.00
183.37,20.25
183.58,20.25
183.79,19.75
184.00,19.75
184.21,20.00
184.41,19.75
184.62,20.25
184.83,20.25
185.04,20.00
185.24,20.25
185.45,20.25
185.66,20.25
185.87,20.00
186.07,20.25
186.28,20.25
186.49,20.25
186.69,20.25
186.90,20.25
187.11,20.00
187.31,20.25
187.52,20.25
187.73,20.25
187.94,20.25
188.14,20.25
188.35,20.00
188.56,19.75
188.76,20.25
188.97,20.25
189.18,19.75
189.38,20.25
189.59,20.25
189.80,20.25
190.00,20.25
190.21,19.75
190.42,20.25
190.62,20.25
190.83,20.50
191.04,20.25
191.24,20.25
191.45,20.25
191.66,19.75
191.86,20.00
192.07,20.25
192.28,20.25
192.48,20.25
192.69,19.75
192.90,20.25
193.10,20.25
193.31,20.00
193.51,19.25
193.72,19.75
193.93,20.00
194.13,20.25
194.34,20.25
194.54,20.25
194.75,20.25
194.96,20.25
195.16,20.00
195.37,20.25
195.58,19.75
195.78,20.50
195.99,19.50
196.19,20.00
196.40,20.25
196.60,20.25
196.81,20.25
197.02,19.50
197.23,20.00
197.43,20.00
197.64,20.00
197.84,20.25
198.05,20.25
198.26,20.50
198.46,20.00
198.67,20.50
198.88,20.25
199.08,20.25
199.29,20.25
199.50,20.25
199.71,20.25
199.91,20.25
200.12,20.25
200.33,20.25
200.53,20.00
200.74,20.25
200.95,20.25
201.15,20.25
201.36,20.25
201.56,20.00
201.77,20.25
201.98,20.00
202.19,20.25
202.39,20.25
202.60,19.75
202.80,20.25
203.01,20.50
203.22,20.00
203.43,19.75
203.63,20.00
203.84,20.25
204.04,19.75
204.25,20.25
204.45,20.25
204.66,20.25
204.87,19.75
205.08,20.25
205.28,20.00
205.49,19.75
205.69,19.75
205.90,20.00
206.11,20.25
206.31,20.25
206.52,20.25
206.73,19.75
206.93,20.50
207.14,20.00
207.34,20.25
207.55,20.25
207.76,20.25
207.97,19.75
208.17,20.25
208.38,20.25
208.59,20.25
208.79,20.25
209.00,20.25
209.21,20.00
209.41,20.25
209.62,19.75
209.83,20.00
210.03,20.00
210.24,20.00
210.45,20.00
210.66,20.00
210.86,20.00
211.07,20.25
211.27,20.25
211.48,20.25
211.69,20.25
211.89,20.00
212.10,19.75
212.31,20.25
212.51,20.25
212.72,20.25
212.92,20.25
213.13,20.25
213.34,20.25
213.54,20.25
213.75,20.25
213.96,19.75
214.16,20.00
214.37,20.00
214.58,20.25
214.78,20.25
214.99,20.25
215.19,20.25
215.40,20.25
215.61,20.00
215.81,19.75
216.02,20.25
216.23,20.00
216.43,20.25
216.64,20.25
216.85,20.25
217.06,19.75
217.26,20.00
217.47,20.25
217.68,19.50
217.89,20.00
218.09,20.25
218.30,19.50
218.51,20.25
218.71,20.00
218.92,20.25
219.13,20.25
219.34,19.75
219.54,20.50
219.75,20.25
219.96,20.00
220.16,19.75
220.37,19.75
220.57,20.00
220.78,20.25
220.99,20.25
221.19,20.25
221.40,20.00
221.60,20.00
221.81,20.25
222.02,20.00
222.22,20.25
222.43,20.00
222.64,20.25
222.84,20.00
223.05,20.25
223.26,19.75
223.47,20.25
223.67,20.00
223.88,20.25
224.08,20.25
224.29,20.00
224.50,20.25
224.70,20.25
224.91,20.25
225.12,20.25
225.32,20.25
225.53,20.25
225.74,20.50
225.94,20.00
226.15,19.75
226.36,20.00
226.57,20.00
226.77,20.25
226.99,20.00
227.19,20.00
227.39,20.00
227.60,20.25
227.81,19.75
228.01,19.75
228.22,20.25
228.42,20.25
228.63,19.75
228.84,20.00
229.05,20.25
229.26,20.25
229.47,20.00
229.68,20.25
229.88,20.25
230.08,20.25
230.29,20.25
230.50,20.25
230.70,20.25
230.91,20.25
231.12,20.25
231.32,20.25
231.53,20.50
231.73,20.25
231.94,19.75
232.15,19.75
232.35,20.50
232.56,20.50
232.77,20.25
232.97,20.25
233.18,20.00
233.39,20.25
233.59,20.50
233.80,20.25
234.01,20.25
234.21,20.25
234.42,20.00
234.63,20.25
234.84,20.00
235.04,20.25
235.24,19.75
235.45,20.25
235.66,20.25
235.86,20.00
236.08,20.25
236.28,20.25
236.48,20.25
236.69,20.25
236.89,20.00
237.10,20.25
237.31,20.00
237.51,20.00
237.72,19.50
237.93,20.50
238.13,20.25
238.34,20.50
238.54,20.00
238.75,20.25
238.96,19.75
239.16,20.25
239.37,20.00
239.57,20.00
239.78,20.25
239.99,19.25
240.20,19.75
240.40,20.00
240.61,20.00
240.81,20.00
241.02,20.00
241.22,20.25
241.43,20.00
241.63,20.25
241.84,20.25
242.05,20.00
242.25,20.25
242.46,20.25
242.66,20.25
242.87,20.50
243.08,20.00
243.28,20.25
243.49,20.00
243.69,19.75
243.90,20.25
244.11,20.25
244.32,19.75
244.52,20.25
244.73,20.00
244.93,20.25
245.14,20.25
245.34,20.25
245.55,20.25
245.76,19.75
245.96,20.25
246.17,20.25
246.38,20.00
246.59,19.75
246.79,20.25
247.00,20.00
247.20,20.00
247.41,20.25
247.62,20.25
247.82,20.00
248.03,20.00
248.23,19.50
248.44,20.50
248.65,20.00
248.85,20.25
249.06,20.25
249.27,20.50
249.47,20.00
249.68,20.25
249.89,20.00
250.09,20.25
250.30,20.00
250.51,20.25
250.71,20.25
250.92,19.50
251.12,19.50
251.33,20.25
251.54,20.25
251.75,19.75
251.95,20.00
252.16,20.25
252.37,20.25
252.57,20.00
252.78,20.25
252.99,19.50
253.19,20.00
253.40,20.00
253.61,20.25
253.81,19.75
254.02,19.75
254.23,19.50
254.44,20.00
254.64,19.75
254.85,20.00
255.06,20.00
255.27,20.25
255.47,20.00
255.68,20.00
255.89,20.00
256.09,20.00
256.30,19.75
256.51,20.25
256.71,20.25
256.92,20.25
257.13,20.25
257.34,19.75
257.54,20.25
257.75,20.25
257.96,20.25
258.16,20.25
258.37,20.25
258.58,20.00
258.78,20.25
258.99,20.00
259.20,20.50
259.41,20.25
259.61,20.25
259.82,19.75
260.03,20.25
260.24,20.25
260.44,20.25
260.65,19.75
260.86,20.25
261.07,20.50
261.28,20.25
261.48,20.00
261.69,19.75
261.89,20.25
262.10,20.00
262.31,20.50
262.52,20.00
262.73,20.00
262.94,20.00
263.14,20.25
263.35,19.75
263.56,20.25
263.77,20.25
263.97,20.25
264.18,19.50
264.39,19.25
264.59,20.25
264.80,19.50
265.01,20.25
265.22,20.50
265.43,20.25
265.63,20.25
265.84,20.25
266.05,20.25
266.26,19.75
266.47,20.25
266.67,20.50
266.88,19.75
267.09,20.00
267.29,20.00
267.50,20.00
267.71,20.00
267.92,19.75
268.12,20.25
268.33,20.00
268.54,19.50
268.74,20.25
268.95,20.25
269.16,20.25
269.37,20.25
269.57,20.25
269.78,19.75
269.99,19.50
270.20,20.25
270.40,20.00
270.61,20.25
270.82,20.25
271.03,19.75
271.23,20.75
271.44,19.75
271.65,19.75
271.86,20.25
272.06,20.00
272.27,20.00
272.47,20.25
272.68,20.00
272.89,20.25
273.09,20.25
273.30,20.25
273.51,20.25
