Tiempo (s),Temperatura (°C)
273.72,20.25
273.93,20.25
274.13,20.25
274.34,20.25
274.55,20.25
274.76,20.25
274.96,20.00
275.17,20.50
275.38,20.50
275.59,19.75
275.79,20.50
276.00,20.25
276.21,19.75
276.41,20.25
276.62,20.50
276.83,19.75
277.04,20.50
277.24,19.75
277.45,20.75
277.66,20.00
277.86,19.75
278.07,20.25
278.28,19.75
278.48,20.25
278.69,20.25
278.90,20.25
279.10,19.75
279.31,20.50
279.52,20.25
279.73,20.25
279.93,19.75
280.14,19.75
280.35,19.75
280.56,20.25
280.76,20.25
280.97,20.25
281.18,20.25
281.39,20.25
281.59,20.25
281.80,20.00
282.01,20.00
282.22,20.25
282.42,20.25
282.63,20.50
282.84,20.50
283.05,20.50
283.25,20.00
283.46,20.50
283.67,20.50
283.87,20.50
284.08,20.00
284.29,19.75
284.50,20.00
284.71,20.50
284.91,20.50
285.12,20.50
285.33,20.50
285.54,20.25
285.74,20.25
285.95,20.25
286.15,20.25
286.36,20.75
286.57,20.50
286.78,20.50
286.98,20.50
287.19,20.50
287.40,20.50
287.61,20.00
287.82,20.50
288.02,20.25
288.23,20.00
288.44,20.50
288.64,20.50
288.85,20.50
289.06,20.50
289.27,20.50
289.47,20.50
289.68,20.50
289.89,20.50
290.09,19.75
290.30,20.25
290.51,20.50
290.71,20.50
290.92,20.50
291.13,20.50
291.33,20.50
291.54,20.00
291.75,20.50
291.96,20.50
292.17,20.50
292.37,20.50
292.58,20.50
292.79,20.00
292.99,20.25
293.20,20.50
293.41,20.00
293.62,19.75
293.82,20.25
294.03,20.50
294.24,20.50
294.44,20.50
294.65,20.25
294.86,20.50
295.07,20.50
295.28,20.00
295.48,19.75
295.69,20.25
295.89,20.50
296.10,20.25
296.31,20.25
296.52,20.50
296.73,20.50
296.93,20.50
297.14,20.50
297.35,20.50
297.55,20.50
297.76,20.50
297.97,20.00
298.18,20.50
298.38,20.25
298.59,20.50
298.80,20.00
299.00,20.00
299.21,20.00
299.42,20.50
299.62,20.50
299.83,20.50
300.04,20.00
300.25,20.50
300.45,20.50
300.66,20.50
300.87,20.00
301.07,20.50
301.28,20.00
301.49,20.25
301.69,20.50
301.90,20.50
302.11,20.00
302.32,20.50
302.52,20.50
302.73,20.25
302.93,20.00
303.14,20.25
303.35,20.25
303.55,20.50
303.76,20.50
303.97,20.50
304.18,20.00
304.38,20.25
304.59,20.50
304.80,20.50
305.00,20.25
305.21,20.25
305.42,20.25
305.63,20.25
305.84,20.50
306.04,20.25
306.25,20.25
306.45,20.00
306.66,20.25
306.87,20.50
307.08,20.75
307.28,20.50
307.49,20.25
307.70,20.50
307.91,20.00
308.11,20.00
308.32,20.50
308.53,20.50
308.73,20.25
308.94,20.25
309.15,20.25
309.36,20.50
309.56,20.50
309.77,20.25
309.98,20.00
310.18,20.00
310.39,20.25
310.59,20.25
310.80,20.25
311.01,20.25
311.22,20.00
311.42,20.50
311.63,20.25
311.84,19.75
312.05,20.00
312.26,19.75
312.46,20.50
312.67,20.00
312.88,20.25
313.08,20.25
313.29,20.50
313.50,20.50
313.70,20.50
313.91,20.50
314.12,20.50
314.32,20.50
314.53,20.50
314.74,20.50
314.94,20.25
315.15,20.25
315.36,20.00
315.57,20.50
315.78,20.25
315.98,20.25
316.19,20.75
316.40,20.50
316.60,20.50
316.81,20.50
317.02,20.50
317.22,20.50
317.43,20.00
317.64,20.50
317.84,20.50
318.05,20.25
318.26,20.50
318.47,20.00
318.67,20.00
318.88,20.50
319.09,20.50
319.30,20.50
319.51,20.50
319.71,20.50
319.92,20.25
320.13,20.25
320.33,20.50
320.54,20.50
320.75,20.50
320.96,20.50
321.16,20.25
321.37,20.00
321.58,20.00
321.79,20.50
321.99,20.50
322.20,20.50
322.41,20.25
322.62,20.50
322.82,20.25
323.03,20.00
323.24,20.50
323.44,20.50
323.65,20.00
323.86,20.50
324.06,20.50
324.27,20.25
324.48,20.50
324.69,20.25
324.89,20.50
325.10,20.50
325.31,20.50
325.51,20.50
325.72,20.50
325.93,20.00
326.13,20.50
326.34,20.25
326.55,20.50
326.76,20.00
326.97,20.25
327.17,20.50
327.38,20.50
327.59,20.25
327.79,20.25
328.00,20.50
328.21,20.50
328.41,20.50
328.62,20.50
328.83,20.50
329.04,20.50
329.24,20.25
329.45,20.75
329.66,19.75
329.87,20.25
330.07,20.50
330.28,20.00
330.49,20.25
330.69,20.50
330.90,20.50
331.11,20.50
331.32,20.50
331.52,20.50
331.73,20.50
331.94,20.50
332.14,20.00
332.35,20.50
332.56,20.50
332.76,20.50
332.97,20.00
333.18,20.50
333.39,20.25
333.60,20.50
333.80,20.50
334.01,20.25
334.22,20.00
334.42,19.75
334.63,19.50
334.84,20.50
335.05,20.50
335.25,20.50
335.46,20.00
335.67,20.25
335.87,20.50
336.08,20.25
336.29,20.00
336.50,20.25
336.71,20.50
336.91,20.25
337.12,20.50
337.33,20.50
337.54,20.00
337.74,20.50
337.95,20.50
338.16,20.50
338.37,20.50
338.57,20.50
338.78,20.50
338.99,20.50
339.20,20.50
339.40,20.50
339.61,20.00
339.82,20.50
340.03,20.50
340.23,20.50
340.44,20.50
340.64,20.50
340.85,20.50
341.06,20.00
341.27,20.50
341.48,20.00
341.68,20.50
341.89,20.00
342.10,20.50
342.31,20.00
342.51,20.50
342.72,20.25
342.93,20.50
343.14,20.50
343.34,20.50
343.55,20.50
343.76,20.00
343.97,20.50
344.17,20.50
344.38,20.50
344.58,20.50
344.79,20.25
345.00,20.50
345.21,20.50
345.42,20.50
345.62,20.25
345.83,20.50
346.04,19.75
346.25,20.50
346.45,20.25
346.66,20.00
346.87,20.50
347.08,20.00
347.28,20.50
347.49,20.25
347.70,20.50
347.90,20.50
348.11,20.00
348.32,20.50
348.53,20.00
348.74,20.50
348.94,20.50
349.15,20.50
349.36,20.00
349.57,20.00
349.77,20.50
349.98,20.00
350.19,20.00
350.40,20.50
350.60,20.50
350.81,20.25
351.01,20.50
351.22,20.50
351.43,20.00
351.64,20.00
351.84,20.25
352.05,20.25
352.26,19.75
352.46,20.50
352.67,20.50
352.88,20.25
353.09,20.00
353.29,20.00
353.50,19.75
353.71,20.25
353.92,20.00
354.12,20.25
354.33,20.25
354.54,19.50
354.75,20.00
354.95,20.50
355.16,20.00
355.37,20.25
355.57,20.00
355.78,20.50
355.99,20.50
356.20,20.25
356.40,20.00
356.61,20.50
356.82,20.50
357.02,20.00
357.23,20.25
357.44,20.00
357.65,20.00
357.85,20.25
358.06,20.00
358.27,20.50
358.47,20.50
358.68,20.50
358.89,20.00
359.10,20.50
359.30,20.50
359.51,20.50
359.72,20.50
359.92,20.50
360.13,20.50
360.34,20.50
360.54,20.50
360.75,20.50
360.96,20.50
361.17,20.25
361.37,20.50
361.58,20.50
361.79,20.00
362.00,20.00
362.21,20.50
362.42,20.25
362.62,20.00
362.83,19.75
363.04,20.50
363.25,20.25
363.45,20.25
363.66,20.00
363.87,20.50
364.08,20.50
364.28,20.50
364.49,20.25
364.70,20.25
364.91,20.25
365.11,20.25
365.32,20.50
365.53,20.00
365.73,20.00
365.94,20.25
366.15,20.25
366.35,20.25
366.56,20.50
366.77,20.50
366.97,20.50
367.18,20.50
367.39,20.25
367.60,20.50
367.80,20.25
368.01,20.25
368.22,20.50
368.42,20.25
368.63,20.25
368.84,20.50
369.05,20.25
369.25,20.00
369.46,20.00
369.67,19.75
369.88,20.00
370.08,20.50
370.29,20.00
370.49,20.25
370.70,20.25
370.91,20.00
371.11,19.75
371.32,19.75
371.53,20.50
371.74,20.50
371.94,20.50
372.15,20.50
372.36,20.50
372.57,20.50
372.78,19.75
372.98,20.50
373.19,19.75
373.40,20.50
373.61,20.75
373.81,20.50
374.02,20.00
374.23,20.50
374.43,20.25
374.64,20.50
374.85,20.50
375.05,20.50
375.26,20.50
375.46,20.50
375.67,20.50
375.88,20.00
376.09,20.00
376.29,20.25
376.50,20.25
376.70,20.00
376.91,20.25
377.12,20.00
377.32,20.25
377.53,20.50
377.74,20.25
377.94,20.25
378.15,20.25
378.36,20.50
378.56,20.50
378.77,20.50
378.98,19.75
379.18,20.50
379.39,20.50
379.59,20.50
379.80,20.25
380.01,20.00
380.21,20.00
380.42,20.00
380.63,20.50
380.83,20.50
381.04,20.50
381.25,20.50
381.45,20.25
381.66,20.50
381.87,20.25
382.08,20.50
382.28,20.50
382.49,20.25
382.69,20.25
382.90,20.50
383.11,20.25
383.31,20.00
383.52,20.50
383.73,20.50
383.94,20.00
384.14,20.50
384.35,20.25
384.56,20.25
384.76,20.50
384.97,19.75
385.17,19.75
385.38,20.00
385.59,20.25
385.79,20.50
386.00,20.50
386.20,20.00
386.41,20.25
386.62,20.25
386.83,20.25
387.03,20.25
387.24,20.25
387.44,19.75
387.65,20.50
387.86,19.50
388.06,19.75
388.27,20.25
388.48,20.00
388.68,20.25
388.89,20.00
389.09,20.00
389.30,20.00
389.51,20.00
389.71,20.50
389.92,20.25
390.13,20.25
390.33,20.25
390.54,20.25
390.75,20.25
390.96,20.25
391.16,20.50
391.37,20.50
391.57,20.50
391.78,20.25
391.99,20.50
392.19,20.75
392.39,19.75
392.60,20.50
392.81,20.25
393.02,20.50
393.22,19.75
393.43,20.50
393.63,20.50
393.84,20.00
394.05,20.25
394.25,20.50
394.46,20.50
394.66,19.75
394.87,20.50
395.08,19.75
395.28,20.25
395.49,19.75
395.69,19.75
395.90,20.25
396.11,20.50
396.32,19.75
396.52,20.50
396.73,20.50
396.94,20.00
397.14,20.25
397.35,20.25
397.56,20.50
397.76,20.75
397.97,20.50
398.17,20.00
398.38,20.50
398.58,20.50
398.79,20.50
399.00,20.50
399.21,20.25
399.41,20.50
399.61,20.50
399.82,20.50
400.03,20.50
400.23,20.50
400.44,20.25
400.65,20.00
400.85,20.00
401.06,20.00
401.26,20.50
401.47,20.50
401.68,20.50
401.89,20.50
402.09,20.50
402.30,20.25
402.50,20.50
402.71,20.75
402.92,20.25
403.12,20.50
403.33,20.00
403.54,20.00
403.74,20.00
403.95,20.50
404.15,19.75
404.36,20.00
404.57,20.00
404.77,20.25
404.98,20.50
405.19,20.25
405.39,20.50
405.59,20.25
405.80,20.25
406.01,20.50
406.21,20.50
406.42,20.00
406.63,20.00
406.84,20.00
407.05,20.25
407.25,20.50
407.46,20.75
407.67,20.00
407.87,20.25
408.08,20.50
408.28,20.00
408.49,20.25
408.69,20.25
408.90,20.50
409.11,20.00
409.31,20.00
409.52,20.00
409.72,20.00
409.93,20.00
410.14,20.50
410.35,19.75
410.55,19.75
410.76,20.25
410.97,20.00
411.17,20.50
411.38,20.50
411.59,20.25
411.79,20.25
412.00,20.25
412.21,20.50
412.41,20.25
412.62,20.25
412.83,20.00
413.03,20.50
413.24,20.25
413.45,19.75
413.65,20.25
413.86,20.25
414.07,20.25
414.27,19.75
414.48,20.00
414.69,20.50
414.89,20.25
415.10,20.50
415.31,20.50
415.51,20.50
415.72,20.50
415.93,20.50
416.13,20.25
416.34,20.50
416.55,20.25
416.75,20.50
416.96,20.50
417.16,20.25
417.37,20.25
417.57,20.50
417.78,20.25
417.99,20.50
418.20,20.50
418.40,20.00
418.61,20.25
418.82,20.50
419.03,20.00
419.23,20.25
419.44,19.50
419.65,20.75
419.85,20.25
420.06,20.50
420.26,19.75
420.47,20.50
420.68,20.50
420.88,20.50
421.09,20.50
421.30,20.25
421.50,20.50
421.71,20.00
421.92,19.75
422.12,19.75
422.33,20.00
422.54,19.75
422.74,20.25
422.95,20.50
423.15,20.00
423.36,20.25
423.57,20.00
423.78,20.25
423.99,20.50
424.19,20.50
424.40,20.25
424.60,20.50
424.81,20.25
425.02,20.00
425.23,20.25
425.44,20.00
425.64,20.50
425.85,19.50
426.05,20.00
426.26,20.50
426.47,20.75
426.67,20.25
426.88,20.00
427.09,20.50
427.30,20.50
427.51,20.25
427.72,20.25
427.93,20.25
428.14,20.00
428.35,20.00
428.55,20.25
428.76,20.50
428.97,20.25
429.17,20.25
429.38,20.50
429.59,20.25
429.80,20.50
430.00,20.50
430.21,20.50
430.41,20.25
430.62,20.00
430.83,20.00
431.03,20.25
431.24,19.75
431.44,20.00
431.65,20.50
431.86,20.25
432.06,20.25
432.27,20.25
432.48,20.25
432.68,20.25
432.89,20.00
433.10,19.75
433.30,20.00
433.51,20.50
433.72,20.50
433.93,20.00
434.14,20.75
434.34,20.50
434.55,20.25
434.76,20.00
434.96,20.25
435.17,20.25
435.38,20.25
435.58,20.50
435.79,19.75
435.99,20.25
436.20,19.75
436.41,20.25
436.61,19.75
436.82,20.25
437.02,20.25
437.23,20.00
437.44,20.75
437.65,20.25
437.85,20.50
438.06,20.25
438.27,20.25
438.47,20.50
438.68,20.50
438.89,20.50
439.10,19.75
439.31,20.00
439.51,20.50
439.72,20.50
439.93,20.00
440.14,20.50
440.34,20.25
440.55,20.50
440.76,20.25
440.96,20.25
441.17,20.50
441.37,20.25
441.58,20.50
441.79,20.25
442.00,20.00
442.20,20.25
442.41,20.50
442.61,19.75
442.82,20.50
443.03,20.00
443.23,20.25
443.44,20.25
443.65,20.50
443.85,20.00
444.06,20.50
444.27,20.25
444.47,20.50
444.68,20.00
444.88,20.25
445.09,20.75
445.30,20.00
445.50,20.00
445.71,19.75
445.91,20.50
446.12,20.25
446.33,20.50
446.54,20.00
446.74,20.25
446.95,20.25
447.16,20.00
447.37,20.00
447.57,20.00
447.78,20.25
447.98,20.25
448.19,20.25
448.40,20.25
448.60,20.50
448.81,20.50
449.02,20.25
449.23,19.75
449.43,20.25
449.64,20.00
449.85,20.50
450.06,20.00
450.26,20.75
450.47,20.50
450.68,20.50
450.89,20.00
451.09,20.25
451.30,20.00
451.51,20.25
451.71,20.00
451.92,19.75
452.13,20.00
452.33,20.50
452.55,19.75
452.75,20.25
452.96,20.25
453.17,20.25
453.37,20.25
453.58,20.50
453.79,20.25
454.00,20.50
454.20,20.25
454.41,20.75
454.62,20.25
454.83,20.50
455.04,19.75
455.24,20.00
455.45,20.50
455.66,20.25
455.86,20.25
456.07,20.25
456.27,19.75
456.48,19.75
456.69,19.75
456.90,20.25
457.10,20.25
457.31,20.25
457.52,19.75
457.73,20.25
457.93,20.25
458.14,19.75
458.35,20.25
458.55,20.50
458.76,20.25
458.97,20.50
459.18,20.25
459.38,20.25
459.59,20.25
459.80,20.25
460.00,20.50
460.21,20.00
460.42,20.25
460.63,20.00
460.83,20.25
461.04,20.25
461.25,20.50
461.46,20.25
461.66,20.25
461.87,20.25
462.08,19.75
462.28,20.50
462.49,20.00
462.70,20.00
462.91,20.50
463.11,20.50
463.32,20.50
463.53,20.25
463.74,20.25
463.95,20.25
464.15,20.00
464.36,20.25
464.57,20.00
464.77,20.50
464.99,20.25
465.19,20.25
465.40,20.25
465.61,20.25
465.81,19.50
466.02,20.25
466.23,20.25
466.43,20.25
466.64,20.25
466.85,20.25
467.05,20.25
467.26,20.25
467.47,20.50
467.68,20.50
467.89,20.25
468.09,20.25
468.30,20.00
468.51,20.25
468.71,20.50
468.92,20.25
469.13,20.00
469.34,20.25
469.54,20.50
469.75,20.25
469.96,20.50
470.17,20.50
470.38,20.25
470.58,20.50
470.79,20.50
471.00,20.25
471.20,20.00
471.41,20.50
471.61,20.50
471.82,19.75
472.03,20.25
472.23,20.25
472.44,20.25
472.65,20.25
472.85,20.00
473.06,20.25
473.27,20.00
473.47,20.00
473.68,20.00
473.88,20.50
474.09,20.25
474.30,20.25
474.50,19.75
474.71,20.25
474.91,20.25
475.12,20.25
475.33,20.25
475.53,20.50
475.74,20.50
475.94,20.25
476.15,19.75
476.35,20.50
476.56,20.25
476.77,20.25
476.97,20.25
477.18,20.25
477.38,20.25
477.59,20.25
477.80,20.25
478.00,20.25
478.21,20.25
478.42,20.00
478.62,20.25
478.83,20.25
479.04,20.00
479.24,20.25
479.45,20.00
479.65,20.25
479.86,20.25
480.07,20.00
480.27,20.00
480.48,20.25
480.69,20.00
480.89,20.25
481.10,20.25
481.30,20.25
481.51,20.25
481.73,20.25
481.92,20.25
482.13,20.25
482.33,20.25
482.54,20.00
482.75,20.25
482.95,20.00
483.16,20.00
483.38,20.50
483.57,20.00
483.78,20.25
483.99,20.25
484.19,20.00
484.40,20.00
484.61,20.25
484.81,20.25
485.02,20.00
485.24,20.25
485.43,20.25
485.63,20.25
485.84,20.25
486.08,20.25
486.26,19.75
486.46,20.50
486.66,20.25
486.87,20.25
487.08,20.25
487.29,20.00
487.49,20.25
487.70,20.25
487.90,20.00
488.11,20.25
488.32,20.50
488.52,20.25
488.73,20.50
488.93,20.75
489.14,20.25
489.35,20.00
489.56,20.25
489.76,20.25
489.97,20.25
490.17,20.25
490.38,20.25
490.59,20.25
490.79,20.25
491.00,20.25
491.21,20.25
491.42,20.25
491.62,20.25
491.83,20.25
492.04,20.25
492.24,20.25
492.45,20.25
492.66,20.25
492.87,20.25
493.07,20.25
493.28,20.25
493.48,20.25
493.69,20.25
493.90,20.25
494.10,20.25
494.31,20.25
494.52,20.25
494.73,20.00
494.93,20.00
495.14,20.25
495.34,20.50
495.55,20.25
495.76,19.75
495.96,20.00
496.17,20.25
496.38,20.50
496.59,20.25
496.79,20.00
497.00,20.00
497.21,20.50
497.41,20.25
497.62,20.50
497.83,19.75
498.04,20.25
498.24,20.00
498.45,20.50
498.65,20.00
498.86,20.25
499.07,20.50
499.27,20.25
499.48,20.25
499.69,19.75
499.89,20.00
500.10,20.25
500.30,20.25
500.51,20.25
500.72,20.25
500.92,20.25
501.13,20.25
501.33,20.25
501.54,20.25
501.75,20.25
501.95,20.25
502.16,20.00
502.36,20.25
502.57,20.25
502.77,20.25
502.98,20.25
503.19,20.00
503.39,20.25
503.59,20.25
503.80,20.25
504.01,20.25
504.21,20.25
504.42,20.25
504.62,20.25
504.83,20.25
505.03,20.50
505.24,20.00
505.44,20.25
505.65,20.25
505.85,20.25
506.06,20.00
506.26,19.75
506.47,20.00
506.68,20.00
506.88,20.25
507.09,20.25
507.29,20.25
507.50,19.75
507.71,19.75
507.91,20.25
508.12,20.25
508.33,20.00
508.53,20.50
508.74,20.25
508.95,20.25
509.15,20.25
509.36,20.25
509.57,20.25
509.77,20.25
509.98,20.25
510.18,20.00
510.39,20.50
510.60,20.25
510.80,20.00
511.01,20.25
511.22,20.00
511.42,20.25
511.63,20.25
511.83,20.25
512.04,20.25
512.25,20.00
512.45,20.25
512.65,20.25
512.86,20.00
513.07,20.25
513.27,20.25
513.48,20.00
513.69,20.25
513.90,20.50
514.10,20.50
514.31,20.25
514.52,20.25
514.73,20.25
514.93,19.75
515.14,20.00
515.35,20.25
515.56,20.25
515.76,20.00
515.97,20.50
516.17,20.25
516.38,20.25
516.59,19.75
516.79,20.25
517.00,20.50
517.21,20.00
517.41,20.25
517.62,20.00
517.83,20.50
518.03,20.00
518.24,20.00
518.44,20.00
518.65,20.25
518.86,20.25
519.07,20.25
519.27,20.00
519.48,20.50
519.68,20.50
519.89,20.00
520.10,20.00
520.30,20.25
520.51,20.25
520.72,20.00
520.93,19.50
521.13,19.75
521.34,20.00
521.55,20.50
521.75,20.50
521.96,20.25
522.17,20.00
522.37,19.50
522.58,20.00
522.78,19.75
522.99,20.00
523.20,20.50
523.41,20.00
523.61,20.00
523.82,20.25
524.02,20.25
524.23,20.25
524.43,20.50
524.64,20.00
524.84,19.75
525.05,20.00
525.26,19.25
525.46,20.25
525.67,20.25
525.87,20.25
526.08,20.00
526.28,20.25
526.49,20.25
526.69,20.25
526.90,20.25
527.10,20.25
527.31,20.25
527.52,20.25
527.72,20.25
527.93,20.00
528.14,20.50
528.34,20.25
528.55,20.25
528.75,20.25
528.96,20.25
529.17,20.00
529.37,19.75
529.58,20.25
529.79,20.50
529.99,20.25
530.20,20.25
530.40,20.25
530.61,20.00
530.82,20.25
531.02,19.75
531.23,20.00
531.44,20.50
531.64,20.25
531.85,20.00
532.06,20.25
532.27,20.25
532.47,20.25
532.68,20.25
532.89,19.75
533.09,20.25
533.30,20.50
533.51,20.25
533.71,20.25
533.92,20.25
534.13,20.25
534.34,20.25
534.54,20.25
534.75,20.00
534.96,20.25
535.16,20.25
535.37,20.00
535.58,20.25
535.79,20.25
535.99,20.25
536.20,19.75
536.41,20.25
536.62,20.00
536.82,20.00
537.03,20.25
537.23,20.25
537.44,19.75
537.64,20.25
537.99,20.00
538.22,20.50
538.43,20.25
538.80,20.50
539.01,20.25
539.21,20.00
539.41,20.50
539.62,20.00
539.82,20.25
